USERNAME;JOB_ID;NODENAME;APPNAME;AVG.FREQ;TIME;CPI;TPI;GBS;GFLOPS_1_proces;DC-NODE-POWER;DRAM-POWER;PCK-POWER;DEF.FREQ;POLICY;POLICY_TH;TOTAL_INST;CORES
NA;70532;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD128;2385000;13.453559;0.471259;0.0;0.0;19.034514;243.727329;16.221769;204.873277;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70532;cmp2732.hpc.eu.lenovo.com;AVX DP ADD256;2382900;13.450823;0.470852;0.0;0.0;18.974850;273.291828;16.211376;214.754068;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70532;cmp2732.hpc.eu.lenovo.com;AVX DP MUL256;2384700;13.454110;0.471219;0.0;0.0;18.963200;255.906931;16.186211;215.983855;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70532;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD256;2386500;13.452322;0.470826;0.0;0.0;37.938301;263.077259;16.203932;222.349105;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70532;cmp2732.hpc.eu.lenovo.com;AVX-512F DP ADD512;2189100;14.704414;0.470822;0.0;0.0;34.814649;232.719237;16.189671;179.644092;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70532;cmp2732.hpc.eu.lenovo.com;AVX-512F DP MUL512;2182800;14.708232;0.470860;0.0;0.0;34.691730;215.389586;16.220124;180.212216;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70532;cmp2732.hpc.eu.lenovo.com;AVX-512F DP FMADD512;2187600;14.705784;0.470825;0.0;0.0;69.635875;239.021599;16.185735;189.193107;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70646;cmp2732.hpc.eu.lenovo.com;SSE2 DP ADD128;2383500;13.466178;0.471293;0.0;0.0;9.508469;231.097495;16.142625;202.541242;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70646;cmp2732.hpc.eu.lenovo.com;SSE2 DP MUL128;2384700;13.584840;0.475023;0.0;0.0;9.394863;259.774867;16.168099;204.699458;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70646;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD128;2384700;13.464916;0.470797;0.0;0.0;18.961839;246.863775;16.131884;208.416337;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70646;cmp2732.hpc.eu.lenovo.com;AVX DP ADD256;2384100;13.463728;0.470884;0.0;0.0;18.952250;257.952329;16.129926;217.938787;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70646;cmp2732.hpc.eu.lenovo.com;AVX DP MUL256;2382900;13.465655;0.471254;0.0;0.0;19.015390;278.634793;16.122200;218.694849;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70646;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD256;2381700;13.465167;0.471379;0.0;0.0;38.029036;265.648395;16.153051;224.898607;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70646;cmp2732.hpc.eu.lenovo.com;AVX-512F DP ADD512;2184000;14.725204;0.470857;0.0;0.0;34.767434;218.265227;16.192202;180.844891;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70646;cmp2732.hpc.eu.lenovo.com;AVX-512F DP MUL512;2184000;14.722713;0.470912;0.0;0.0;34.778162;230.799853;16.183694;181.335875;2400000;MONITORING_NO_EAR;0.0;64000000000;40
